Date,Open,High,Low,Close,Adj Close,Volume
2015-02-01,50.13999938964844,53.52000045776367,48.970001220703125,51.58000183105469,21.78071403503418,3846500
2015-03-01,51.970001220703125,53.47999954223633,49.099998474121094,51.349998474121094,21.94499397277832,3929200
2015-04-01,51.11000061035156,52.880001068115234,47.16999816894531,52.209999084472656,22.312524795532227,3345600
2015-05-01,52.04999923706055,54.83000183105469,45.560001373291016,46.20000076293945,19.74408721923828,3907800
2015-06-01,46.2400016784668,48.34000015258789,42.599998474121094,45.29999923706055,19.620885848999023,3163700
2015-07-01,45.93000030517578,46.08000183105469,36.970001220703125,39.70000076293945,17.195343017578125,15219500
2015-08-01,39.7400016784668,41.04999923706055,34.2599983215332,39.380001068115234,17.056737899780273,8915700
2015-09-01,38.93000030517578,39.5,29.5,33.849998474121094,14.917279243469238,6661700
2015-10-01,34.61000061035156,38.439998626708984,32.2400016784668,34.4900016784668,15.199317932128906,5576100
2015-11-01,34.13999938964844,39.959999084472656,32.0099983215332,37.20000076293945,16.393585205078125,7782000
2015-12-01,37.20000076293945,40.060001373291016,33.58000183105469,39.61000061035156,17.850486755371094,10806200
2016-01-01,38.58000183105469,40.0,26.34000015258789,34.0099983215332,15.326815605163574,15451000
2016-02-01,34.0099983215332,34.86000061035156,22.860000610351562,30.049999237060547,13.542218208312988,17745700
2016-03-01,30.950000762939453,34.45000076293945,30.049999237060547,33.130001068115234,15.305146217346191,11308600
2016-04-01,32.720001220703125,37.25,31.3700008392334,35.88999938964844,16.580184936523438,9667800
2016-05-01,36.400001525878906,36.52000045776367,32.099998474121094,33.16999816894531,15.323619842529297,10342400
2016-06-01,32.95000076293945,34.279998779296875,28.209999084472656,29.950000762939453,14.16773509979248,15027400
2016-07-01,30.049999237060547,31.350000381469727,27.110000610351562,31.0,14.664433479309082,11767800
2016-08-01,31.149999618530273,31.5,28.040000915527344,29.780000686645508,14.087320327758789,14355500
2016-09-01,29.899999618530273,30.84000015258789,28.559999465942383,29.010000228881836,14.097249031066895,8348500
2016-10-01,28.959999084472656,29.6200008392334,28.049999237060547,28.489999771118164,13.844554901123047,7648000
2016-11-01,29.020000457763672,29.020000457763672,21.010000228881836,24.100000381469727,11.711260795593262,31954800
2016-12-01,25.059999465942383,28.059999465942383,21.899999618530273,26.889999389648438,13.465410232543945,28976200
2017-01-01,27.0,28.700000762939453,26.31999969482422,28.299999237060547,14.17148494720459,16306600
2017-02-01,28.440000534057617,30.469999313354492,25.200000762939453,25.610000610351562,12.824441909790039,23477700
2017-03-01,25.59000015258789,25.690000534057617,23.09000015258789,24.170000076293945,12.451032638549805,14834400
2017-04-01,24.100000381469727,31.200000762939453,23.709999084472656,30.389999389648438,15.655233383178711,30176200
2017-05-01,30.5,31.15999984741211,28.290000915527344,29.81999969482422,15.361598014831543,12125500
2017-06-01,29.899999618530273,30.850000381469727,29.1200008392334,30.610000610351562,16.21872329711914,5719300
2017-07-01,30.6299991607666,32.4900016784668,29.8799991607666,32.31999969482422,17.124765396118164,5836200
2017-08-01,32.5,32.66999816894531,29.719999313354492,31.309999465942383,16.589611053466797,8219000
2017-09-01,31.34000015258789,32.09000015258789,30.420000076293945,31.100000381469727,16.914264678955078,4393400
2017-10-01,30.940000534057617,32.47999954223633,29.799999237060547,30.969999313354492,16.84355926513672,7989100
2017-11-01,31.0,31.65999984741211,28.350000381469727,29.360000610351562,15.967935562133789,8017900
2017-12-01,29.399999618530273,29.969999313354492,27.90999984741211,28.399999618530273,15.871464729309082,9761000
2018-01-01,28.0,33.11000061035156,27.920000076293945,31.90999984741211,17.833045959472656,10628800
2018-02-01,31.969999313354492,32.849998474121094,28.510000228881836,28.920000076293945,16.162071228027344,8846500
2018-03-01,28.81999969482422,29.030000686645508,25.510000228881836,25.510000228881836,14.641026496887207,9633100
2018-04-01,25.5,28.690000534057617,24.760000228881836,27.520000457763672,15.794635772705078,7269400
2018-05-01,27.520000457763672,28.040000915527344,25.520000457763672,26.600000381469727,15.26661491394043,8849100
2018-06-01,26.75,26.84000015258789,24.459999084472656,24.959999084472656,14.771316528320312,7624400
2018-07-01,24.770000457763672,26.790000915527344,24.5,26.690000534057617,15.795125007629395,5504000
2018-08-01,26.670000076293945,28.149999618530273,25.799999237060547,27.09000015258789,16.031848907470703,10090900
2018-09-01,27.1299991607666,29.6299991607666,26.75,29.549999237060547,18.02377700805664,5354000
2018-10-01,29.649999618530273,30.579999923706055,26.600000381469727,27.34000015258789,16.675806045532227,9191100
2018-11-01,27.559999465942383,29.030000686645508,26.100000381469727,27.959999084472656,17.05396842956543,8964200
2018-12-01,28.329999923706055,28.329999923706055,23.799999237060547,27.190000534057617,17.096912384033203,13303200
2019-01-01,26.969999313354492,31.0,26.760000228881836,30.6299991607666,19.259960174560547,8425600
2019-02-01,30.75,31.329999923706055,28.639999389648438,29.979999542236328,18.851245880126953,9564700
2019-03-01,29.979999542236328,31.200000762939453,29.139999389648438,31.15999984741211,20.1278076171875,4283600
2019-04-01,31.200000762939453,31.8799991607666,30.079999923706055,30.93000030517578,19.9792423248291,4985700
2019-05-01,31.100000381469727,31.450000762939453,29.299999237060547,29.959999084472656,19.352664947509766,5376400
2019-06-01,30.049999237060547,31.559999465942383,29.950000762939453,31.280000686645508,20.750661849975586,3597800
2019-07-01,31.610000610351562,34.09000015258789,31.309999465942383,33.790000915527344,22.41575813293457,6094900
2019-08-01,33.779998779296875,33.91999816894531,29.760000228881836,31.3700008392334,20.810365676879883,8091200
2019-09-01,31.25,32.11000061035156,30.700000762939453,31.450000762939453,21.39264678955078,3498900
2019-10-01,31.440000534057617,33.61000061035156,30.799999237060547,33.61000061035156,22.86190414428711,3913800
2019-11-01,33.7400016784668,34.09000015258789,30.59000015258789,31.149999618530273,21.188587188720703,5697700
2019-12-01,31.200000762939453,31.440000534057617,30.010000228881836,30.600000381469727,21.33477210998535,6753200
2020-01-01,30.709999084472656,32.88999938964844,30.68000030517578,31.110000610351562,21.69034767150879,6196600
2020-02-01,31.290000915527344,32.29999923706055,25.360000610351562,27.030000686645508,18.845712661743164,8601700
2020-03-01,27.31999969482422,29.139999389648438,10.460000038146973,15.640000343322754,11.194856643676758,26881600
2020-04-01,14.989999771118164,25.489999771118164,14.100000381469727,24.81999969482422,17.765750885009766,21857800
2020-05-01,24.0,26.059999465942383,21.3799991607666,25.799999237060547,18.46721649169922,13151600
2020-06-01,25.450000762939453,27.479999542236328,22.520000457763672,22.829999923706055,16.899940490722656,12987500
2020-07-01,22.829999923706055,25.520000457763672,22.530000686645508,24.81999969482422,18.37303924560547,7809300
2020-08-01,25.09000015258789,29.959999084472656,24.979999542236328,26.530000686645508,19.63886833190918,8259100
2020-09-01,26.15999984741211,26.40999984741211,23.5,24.389999389648438,18.614871978759766,6642800
2020-10-01,24.200000762939453,25.700000762939453,24.049999237060547,25.170000076293945,19.210182189941406,6539900
2020-11-01,25.270000457763672,29.579999923706055,24.829999923706055,27.790000915527344,21.209814071655273,10317300
2020-12-01,28.170000076293945,30.940000534057617,27.799999237060547,28.780000686645508,22.675399780273438,8047100
2021-01-01,29.0,31.549999237060547,28.329999923706055,31.280000686645508,24.645116806030273,8293500
2021-02-01,31.600000381469727,33.0,30.010000228881836,30.600000381469727,24.10935401916504,11413100
2021-03-01,31.149999618530273,32.880001068115234,30.639999389648438,31.84000015258789,25.73037338256836,10110200
2021-04-01,31.829999923706055,35.400001525878906,31.6200008392334,35.099998474121094,28.36482810974121,7276200
2021-05-01,35.36000061035156,36.86000061035156,34.11000061035156,35.040000915527344,28.316341400146484,10525800
2021-06-01,35.40999984741211,38.630001068115234,35.279998779296875,37.70000076293945,31.179540634155273,6345000
2021-07-01,38.02000045776367,38.29999923706055,34.61000061035156,38.0099983215332,31.4359188079834,6300700
2021-08-01,38.0,39.0,35.81999969482422,36.79999923706055,30.43520164489746,6493300
2021-09-01,36.9900016784668,37.880001068115234,36.279998779296875,37.31999969482422,31.5389461517334,5386700
2021-10-01,37.439998626708984,42.56999969482422,37.27000045776367,40.4900016784668,34.2178955078125,8690200
2021-11-01,40.599998474121094,42.0,37.63999938964844,38.38999938964844,32.44319534301758,7354300
2021-12-01,38.959999084472656,41.0099983215332,36.810001373291016,40.83000183105469,35.20681381225586,5457800
2022-01-01,41.09000015258789,45.2400016784668,40.630001068115234,44.93000030517578,38.74215316772461,6660900
2022-02-01,45.119998931884766,46.95000076293945,40.220001220703125,43.150001525878906,37.207298278808594,6864500
2022-03-01,43.2400016784668,43.720001220703125,38.68000030517578,40.84000015258789,35.857643127441406,6064800
2022-04-01,40.9900016784668,43.279998779296875,40.25,41.83000183105469,36.726863861083984,3914300
2022-05-01,41.709999084472656,44.97999954223633,38.54999923706055,41.2400016784668,36.20884323120117,6761400
2022-06-01,41.709999084472656,43.54999923706055,34.2599983215332,37.25,33.33570861816406,7073000
2022-07-01,37.47999954223633,41.869998931884766,34.619998931884766,41.36000061035156,37.013824462890625,5605600
2022-08-01,41.400001525878906,42.97999954223633,38.150001525878906,39.68000030517578,35.510353088378906,7317300
2022-09-01,39.209999084472656,40.650001525878906,37.099998474121094,38.970001220703125,35.59041213989258,4517900
2022-10-01,39.75,44.33000183105469,38.20000076293945,43.90999984741211,40.10200119018555,4584900
2022-11-01,44.5,44.959999084472656,41.91999816894531,42.939998626708984,39.216121673583984,4403200
2022-12-01,43.09000015258789,44.77000045776367,41.56999969482422,43.099998474121094,40.11988067626953,8180700
2023-01-01,43.0,47.970001220703125,42.56999969482422,47.72999954223633,44.42974090576172,5293600
2023-02-01,47.72999954223633,48.59000015258789,45.34000015258789,45.47999954223633,42.33531951904297,5866200
2023-03-01,45.5,46.220001220703125,40.810001373291016,43.88999938964844,41.56925964355469,4972300
2023-04-01,44.15999984741211,46.060001373291016,43.81999969482422,45.439998626708984,43.037296295166016,2504800
2023-05-01,45.72999954223633,46.61000061035156,41.95000076293945,42.9900016784668,40.71685028076172,3620800
2023-06-01,43.20000076293945,45.5,42.349998474121094,43.560001373291016,42.05808639526367,3487200
2023-07-01,43.5,45.93000030517578,43.11000061035156,45.84000015258789,44.25947189331055,2234700
2023-08-01,45.83000183105469,46.59000015258789,43.849998474121094,45.959999084472656,44.375335693359375,3597400
2023-09-01,46.20000076293945,51.849998474121094,44.2599983215332,48.95000076293945,48.14641571044922,6657200
2023-10-01,48.880001068115234,51.7400016784668,46.54999923706055,50.189998626708984,49.366058349609375,7117800
