Date,Start Date,End Date,LT Trend,MACD Trend,Highest Price,Highest MACD,Lowest Price,Lowest MACD,Divergence spotted,Signal
2015-01-01,2015-01-01,2017-08-01,,Neutral,37.0,,32.41,,None,
2017-08-01,2017-08-01,2017-10-01,,MACD Bearish,31.05,-6.25,21.63,-7.03,None,
2017-10-01,2017-10-01,2017-11-01,Bearish,MACD Bearish,29.37,-6.06,26.56,-6.06,None,
2017-11-01,2017-11-01,2018-01-01,Bearish,MACD Bearish breath,30.63,-3.93,26.55,-4.93,None,
2018-01-01,2018-01-01,2018-08-01,Bearish breath,MACD Bearish breath,40.32,2.48,27.73,-3.11,,
2018-08-01,2018-08-01,2018-09-01,Bearish breath,MACD Bullish,37.9,3.07,35.36,3.07,,
2018-09-01,2018-09-01,2018-12-01,Bullish,MACD Bullish,41.96,4.2,32.77,2.63,,
2018-12-01,2018-12-01,2019-02-01,Bullish breath,MACD Bullish breath,40.46,0.83,30.6,0.13,,
2019-02-01,2019-02-01,2019-04-01,Bullish,MACD Bullish breath,37.93,1.24,31.66,0.92,,
2019-04-01,2019-04-01,2019-05-01,Bullish,MACD Bullish,39.95,2.84,36.43,2.84,,
2019-05-01,2019-05-01,2019-06-01,Bullish breath,MACD Bullish breath,40.28,1.18,34.09,1.18,,
2019-06-01,2019-06-01,2019-08-01,Bullish,MACD Bullish,42.16,3.67,34.12,2.34,,
2019-08-01,2019-08-01,2019-10-01,Bullish breath,MACD Bullish breath,41.17,1.85,33.69,1.79,,
2019-10-01,2019-10-01,2019-11-01,Bullish,MACD Bullish breath,39.99,1.98,34.23,1.98,,
2019-11-01,2019-11-01,2019-12-01,Bullish breath,MACD Bullish breath,42.15,1.81,36.07,1.81,,
2019-12-01,2019-12-01,2020-01-01,Bullish,MACD Bullish,41.84,2.96,36.11,2.96,,
2020-01-01,2020-01-01,2020-04-01,Bullish breath,MACD Bullish breath,41.18,1.35,26.0,-2.64,,Waiting for confirmation : Buy
2020-04-01,2020-04-01,2020-07-01,Bearish,MACD Bearish,34.67,-3.63,23.75,-4.75,Buy - Monthly Divergence,
2020-07-01,2020-07-01,2020-09-01,Bearish,MACD Bearish breath,42.08,1.63,27.31,-1.49,,
2020-09-01,2020-09-01,2020-10-01,Bullish,MACD Bearish breath,42.6,3.02,36.78,3.02,,
2020-10-01,2020-10-01,2021-06-01,Bullish,MACD Bullish,79.05,20.06,38.64,8.6,,
2021-06-01,2021-06-01,2021-08-01,Bullish,MACD Bullish breath,68.14,15.5,60.75,15.49,,
2021-08-01,2021-08-01,2022-04-01,Bullish,MACD Bullish,125.34,39.86,67.05,20.05,,
2022-04-01,2022-04-01,2023-02-01,Bullish breath,MACD Bullish breath,121.9,26.32,58.06,-6.91,,
2023-02-01,2023-02-01,2023-04-01,Bullish breath,MACD Bearish,71.43,-5.24,58.22,-7.6,,
2023-04-01,2023-04-01,2023-05-01,Bearish,MACD Bearish,69.83,-4.84,56.51,-4.84,,
2023-05-01,2023-05-01,2023-06-01,Bearish,MACD Bearish breath,72.7,-3.26,62.71,-3.26,,
2023-06-01,2023-06-01,2023-07-01,Bullish breath,MACD Bearish breath,78.35,1.6,68.21,1.6,,
2023-07-01,2023-07-01,2023-08-01,Bullish breath,MACD Bullish,94.37,10.48,74.04,10.48,,
2023-08-01,2023-08-01,2024-01-01,Bullish,MACD Bullish,117.88,25.55,82.68,11.46,,
