Time,Function,Symbol,Error
2023-12-05 12:34:42,create_stock_data_db,VIASP,'NoneType' object is not subscriptable
2023-12-05 12:34:49,create_stock_data_db,UGIC,'NoneType' object is not subscriptable
2023-12-05 12:34:51,create_stock_data_db,TVE,'NoneType' object is not subscriptable
2023-12-05 12:34:52,create_stock_data_db,TVC,'NoneType' object is not subscriptable
2023-12-05 12:35:24,create_stock_data_db,PCTTU,'NoneType' object is not subscriptable
2023-12-05 12:35:26,create_stock_data_db,PCGU,'NoneType' object is not subscriptable
2023-12-05 12:35:33,create_stock_data_db,OPAL,'NoneType' object is not subscriptable
2023-12-05 12:35:50,create_stock_data_db,NIMC,'NoneType' object is not subscriptable
2023-12-05 12:36:50,create_stock_data_db,EE,'NoneType' object is not subscriptable
2023-12-05 12:37:20,create_stock_data_db,CLINR,'NoneType' object is not subscriptable
2023-12-05 12:37:20,create_stock_data_db,CLIN,'Growth'
2023-12-05 12:37:30,create_stock_data_db,CDZIP,'NoneType' object is not subscriptable
2023-12-05 12:37:55,create_stock_data_db,AQNU,'NoneType' object is not subscriptable
2023-12-05 12:38:07,create_stock_data_db,AESC,'NoneType' object is not subscriptable
2023-12-05 12:39:12,create_stock_data_db,LBRDP,'NoneType' object is not subscriptable
2023-12-05 12:39:53,create_stock_data_db,CCZ,'NoneType' object is not subscriptable
2023-12-05 12:40:29,create_stock_data_db,ZI,'NoneType' object is not subscriptable
2023-12-05 12:40:51,create_stock_data_db,WULF,'Growth'
2023-12-05 12:41:14,create_stock_data_db,WAVSW,'NoneType' object is not subscriptable
2023-12-05 12:41:14,create_stock_data_db,WAVSU,'NoneType' object is not subscriptable
2023-12-05 12:41:15,create_stock_data_db,WAVS,'Growth'
2023-12-05 12:42:03,create_stock_data_db,VCSA,'NoneType' object is not subscriptable
2023-12-05 12:44:41,create_stock_data_db,SLNHP,'NoneType' object is not subscriptable
2023-12-05 12:45:15,create_stock_data_db,SBIGW,'NoneType' object is not subscriptable
2023-12-05 12:45:31,create_stock_data_db,SABRP,'NoneType' object is not subscriptable
2023-12-05 12:46:03,create_stock_data_db,RBT,'NoneType' object is not subscriptable
2023-12-05 12:47:07,create_stock_data_db,PETWW,'NoneType' object is not subscriptable
2023-12-05 12:47:36,create_stock_data_db,OTRKP,'NoneType' object is not subscriptable
2023-12-05 12:47:38,create_stock_data_db,OTMOW,'NoneType' object is not subscriptable
2023-12-05 12:48:11,create_stock_data_db,OIG,'NoneType' object is not subscriptable
2023-12-05 12:48:14,create_stock_data_db,NXT,'NoneType' object is not subscriptable
2023-12-05 12:48:38,create_stock_data_db,NRDY,'NoneType' object is not subscriptable
2023-12-05 12:48:45,create_stock_data_db,NOGN,'NoneType' object is not subscriptable
2023-12-05 12:48:56,create_stock_data_db,NFTG,'Growth'
2023-12-05 12:50:56,create_stock_data_db,MGRX,'Growth'
2023-12-05 12:51:28,create_stock_data_db,LTCHW,'NoneType' object is not subscriptable
2023-12-05 12:54:23,create_stock_data_db,GSMGW,'NoneType' object is not subscriptable
2023-12-05 12:55:11,create_stock_data_db,GBTG,'NoneType' object is not subscriptable
2023-12-05 12:55:34,create_stock_data_db,FORG,'NoneType' object is not subscriptable
2023-12-05 12:55:44,create_stock_data_db,FGMC,'NoneType' object is not subscriptable
2023-12-05 12:55:53,create_stock_data_db,EXFY,'NoneType' object is not subscriptable
2023-12-05 12:55:56,create_stock_data_db,EVLVW,'NoneType' object is not subscriptable
2023-12-05 12:57:09,create_stock_data_db,DWACW,'NoneType' object is not subscriptable
2023-12-05 12:57:09,create_stock_data_db,DWACU,'NoneType' object is not subscriptable
2023-12-05 12:57:23,create_stock_data_db,DSP,'NoneType' object is not subscriptable
2023-12-05 12:57:43,create_stock_data_db,DH,'NoneType' object is not subscriptable
2023-12-05 12:58:01,create_stock_data_db,DAVE,'NoneType' object is not subscriptable
2023-12-05 12:58:11,create_stock_data_db,CWAN,'NoneType' object is not subscriptable
2023-12-05 12:58:46,create_stock_data_db,CRDO,'NoneType' object is not subscriptable
2023-12-05 12:59:20,create_stock_data_db,CETXP,'NoneType' object is not subscriptable
2023-12-05 12:59:34,create_stock_data_db,CCLDP,'NoneType' object is not subscriptable
2023-12-05 12:59:34,create_stock_data_db,CCLDO,'NoneType' object is not subscriptable
2023-12-05 13:00:29,create_stock_data_db,BKI,'NoneType' object is not subscriptable
2023-12-05 13:01:35,create_stock_data_db,ARBEW,'NoneType' object is not subscriptable
2023-12-05 13:02:02,create_stock_data_db,AOGO,'Growth'
2023-12-05 13:03:47,create_stock_data_db,WHLRP,'NoneType' object is not subscriptable
2023-12-05 13:03:48,create_stock_data_db,WHLRL,'NoneType' object is not subscriptable
2023-12-05 13:03:48,create_stock_data_db,WHLRD,'NoneType' object is not subscriptable
2023-12-05 13:04:10,create_stock_data_db,UBP,'NoneType' object is not subscriptable
2023-12-05 13:04:10,create_stock_data_db,UBA,'NoneType' object is not subscriptable
2023-12-05 13:04:25,create_stock_data_db,STRW,'NoneType' object is not subscriptable
2023-12-05 13:04:27,create_stock_data_db,STHO,'NoneType' object is not subscriptable
2023-12-05 13:04:31,create_stock_data_db,SQFTP,'NoneType' object is not subscriptable
2023-12-05 13:04:35,create_stock_data_db,SOHOO,'NoneType' object is not subscriptable
2023-12-05 13:04:36,create_stock_data_db,SOHON,'NoneType' object is not subscriptable
2023-12-05 13:04:36,create_stock_data_db,SOHOB,'NoneType' object is not subscriptable
2023-12-05 13:05:01,create_stock_data_db,RTLPP,'NoneType' object is not subscriptable
2023-12-05 13:05:01,create_stock_data_db,RTLPO,'NoneType' object is not subscriptable
2023-12-05 13:05:01,create_stock_data_db,RTL,'NoneType' object is not subscriptable
2023-12-05 13:05:15,create_stock_data_db,REFI,'Growth'
2023-12-05 13:05:15,create_stock_data_db,RCB,'NoneType' object is not subscriptable
2023-12-05 13:05:51,create_stock_data_db,OFC,'NoneType' object is not subscriptable
2023-12-05 13:05:54,create_stock_data_db,NYMTZ,'NoneType' object is not subscriptable
2023-12-05 13:05:55,create_stock_data_db,NYMTN,'NoneType' object is not subscriptable
2023-12-05 13:05:56,create_stock_data_db,NYMTM,'NoneType' object is not subscriptable
2023-12-05 13:05:56,create_stock_data_db,NYMTL,'NoneType' object is not subscriptable
2023-12-05 13:06:03,create_stock_data_db,NREF,'NoneType' object is not subscriptable
2023-12-05 13:06:12,create_stock_data_db,MDRRP,'NoneType' object is not subscriptable
2023-12-05 13:06:26,create_stock_data_db,LANDP,'NoneType' object is not subscriptable
