Stock_id,Symbol,Industry,Sector,Growth percentile,Total Growth percentile,Last Growth percentile,Total last Growth percentile,NWC percentile,DER percentile,Score,Outperformer,Underperformer
20,MMM,Medical/Dental Instruments,Health Care,0.55,0.6132437619961613,0.5772727272727273,0.52447216890595,0.2545454545454545,0.9818181818181818,4.9,False,False
21,FDMT,Biotechnology: Pharmaceutical Preparations,Health Care,0.7463636363636363,0.7341650671785028,0.3090909090909091,0.32197696737044146,0.8784029038112523,0.48911070780399274,11.3,False,False
22,COE,Educational Services,Consumer Discretionary,0.34782608695652173,0.1077720207253886,0.30434782608695654,0.07053941908713693,,0.043478260869565216,,False,False
23,FEAM,Major Chemicals,Industrials,0.06451612903225806,0.11475409836065574,0.7338709677419355,0.7223360655737705,0.04838709677419355,0.7580645161290323,-0.6,False,True
24,SXTP,Biotechnology: Pharmaceutical Preparations,Health Care,0.30727272727272725,0.29990403071017274,0.24636363636363637,0.2547984644913628,0.38294010889292196,0.4401088929219601,6.6,False,False
25,VII,Blank Checks,Finance,0.2777777777777778,0.2583572110792741,0.2654320987654321,0.5182516810758886,0.12359550561797752,0.8370786516853933,0.1,False,False
27,ETNB,Biotechnology: Pharmaceutical Preparations,Health Care,0.5554545454545454,0.5369481765834933,0.7127272727272728,0.7418426103646834,0.8203266787658802,0.5117967332123412,15.0,False,False
28,EGHT,EDP Services,Technology,0.7433155080213903,0.6566176470588235,0.7941176470588235,0.8036764705882353,0.3360655737704918,0.9567567567567568,-0.0,False,False
29,MASS,Medical/Dental Instruments,Health Care,0.6545454545454545,0.699616122840691,0.32272727272727275,0.29606525911708254,0.6181818181818182,0.2909090909090909,2.6,False,False
34,AKA,Catalog/Specialty Distribution,Consumer Discretionary,0.043478260869565216,0.022797927461139896,0.043478260869565216,0.00933609958506224,0.8636363636363636,0.8260869565217391,-0.5,False,True
35,AOS,Consumer Electronics/Appliances,Consumer Discretionary,0.5294117647058824,0.33575129533678755,0.47058823529411764,0.2920124481327801,0.7777777777777778,0.5,2.6,False,False
36,ATEN,Computer Communications Equipment,Telecommunications,1.0,0.8507462686567164,0.2857142857142857,0.43283582089552236,0.42857142857142855,0.42857142857142855,0.5,True,False
37,AADI,Biotechnology: Pharmaceutical Preparations,Health Care,0.0036363636363636364,0.005758157389635317,0.9154545454545454,0.9246641074856046,0.764065335753176,0.3248638838475499,10.2,False,True
38,AAON,Industrial Machinery/Components,Industrials,0.5168539325842697,0.44979508196721313,0.8370786516853933,0.7520491803278688,0.43258426966292135,0.3089887640449438,3.2,False,False
39,AIR,Aerospace,Industrials,0.95,0.9098360655737705,0.5,0.5379098360655737,0.95,0.5,5.4,True,False
40,AAN,Diversified Commercial Services,Consumer Discretionary,0.4166666666666667,0.4326424870466321,0.19444444444444445,0.17634854771784234,0.9166666666666666,0.6111111111111112,-1.5,False,False
41,ABL,Investment Managers,Finance,0.26666666666666666,0.1766953199617956,0.6101694915254238,0.3025936599423631,0.7521739130434782,0.8583333333333333,-0.2,False,False
42,ABT,Medical/Dental Instruments,Health Care,0.8,0.7907869481765835,0.5636363636363636,0.5014395393474088,0.6090909090909091,0.65,10.2,False,False
43,ABBV,Biotechnology: Pharmaceutical Preparations,Health Care,0.9527272727272728,0.9289827255278311,0.5172727272727272,0.5403071017274472,0.04627949183303085,0.9782214156079855,2.0,True,False
44,ABCL,Biotechnology: Pharmaceutical Preparations,Health Care,0.6445454545454545,0.6252399232245681,0.5272727272727272,0.550383877159309,0.5925589836660617,0.5335753176043557,17.6,False,False
45,ABEO,Biotechnology: Pharmaceutical Preparations,Health Care,0.8754545454545455,0.8536468330134357,0.9027272727272727,0.9150671785028791,0.5009074410163339,0.7087114337568058,-6.8,False,False
46,ANF,Clothing/Shoe/Accessory Stores,Consumer Discretionary,0.27586206896551724,0.20725388601036268,0.2413793103448276,0.1825726141078838,0.6896551724137931,0.46551724137931033,0.2,False,False
47,ABM,Diversified Commercial Services,Finance,0.9722222222222222,0.997134670487106,0.8333333333333334,0.8900096061479347,0.75,0.5277777777777778,5.1,True,False
48,FAX,Investment Managers,Finance,0.016666666666666666,0.02005730659025788,0.03389830508474576,0.01633045148895293,0.5608695652173913,0.7166666666666667,-0.0,False,True
49,IAF,Finance/Investors Services,Finance,0.9642857142857143,0.9761222540592168,0.5308641975308642,0.22430355427473583,0.6233766233766234,0.43373493975903615,-0.3,True,False
50,AEF,Finance/Investors Services,Finance,0.03571428571428571,0.033428844317096466,0.024691358024691357,0.029779058597502402,0.22727272727272727,0.463855421686747,-0.1,False,True
51,AGD,Trusts Except Educational Religious and Charitable,Finance,0.9558823529411765,0.9656160458452722,0.6764705882352942,0.23054755043227665,0.5476190476190477,0.4264705882352941,-0.0,True,False
52,FCO,Investment Managers,Finance,0.3458333333333333,0.24212034383954154,0.9661016949152542,0.9221902017291066,0.5869565217391305,0.6666666666666666,-0.6,False,False
53,AWP,Trusts Except Educational Religious and Charitable,Finance,0.5735294117647058,0.4278892072588348,0.5220588235294118,0.17435158501440923,0.2619047619047619,0.6617647058823529,-0.5,False,False
54,ACP,Investment Managers,Finance,0.8833333333333333,0.9312320916905444,0.2711864406779661,0.15321805955811718,0.24347826086956523,0.5833333333333334,-0.8,True,False
55,JEQ,Air Freight/Delivery Services,Consumer Discretionary,0.10526315789473684,0.1077720207253886,0.10526315789473684,0.06431535269709543,0.7368421052631579,0.10526315789473684,0.1,False,True
56,VFL,Finance/Investors Services,Finance,0.9880952380952381,0.9828080229226361,0.6481481481481481,0.2973102785782901,0.22727272727272727,0.1746987951807229,-0.9,True,False
57,AOD,Investment Managers,Finance,0.9583333333333334,0.9770773638968482,0.5042372881355932,0.2334293948126801,0.44782608695652176,0.3625,-0.6,True,False
58,ABSI,Biotechnology: Pharmaceutical Preparations,Health Care,0.1690909090909091,0.16362763915547024,0.7890909090909091,0.809021113243762,0.38656987295825773,0.5689655172413793,9.3,False,True
59,ABVC,Biotechnology: Pharmaceutical Preparations,Health Care,0.5845454545454546,0.5647792706333973,0.47,0.4918426103646833,0.05263157894736842,0.7531760435571688,1.4,False,False
60,ACTG,Multi-Sector Companies,Miscellaneous,0.2222222222222222,0.15789473684210525,0.2222222222222222,0.10526315789473684,0.6666666666666666,0.4444444444444444,-0.4,False,True
61,ASO,Recreational Games/Products/Toys,Consumer Discretionary,0.7777777777777778,0.6880829015544041,0.6666666666666666,0.5228215767634855,0.8823529411764706,0.7647058823529411,16.1,False,False
62,ACHC,Medical Specialities,Health Care,0.9298245614035088,0.9433781190019194,0.7894736842105263,0.7883877159309021,0.07017543859649122,0.5,1.2,True,False
63,ACAD,Biotechnology: Pharmaceutical Preparations,Health Care,0.6445454545454545,0.6252399232245681,0.31363636363636366,0.32677543186180424,0.4809437386569873,0.6460980036297641,9.2,False,False
64,AKR,Real Estate Investment Trusts,Real Estate,0.5904255319148937,0.585,0.07446808510638298,0.07,0.324468085106383,0.40425531914893614,-0.3,False,False
65,ACST,Biotechnology: Pharmaceutical Preparations,Health Care,0.3109090909090909,0.30374280230326295,0.04909090909090909,0.06525911708253358,0.6052631578947368,0.20417422867513613,3.5,False,False
66,ACEL,Services-Misc. Amusement & Recreation,Consumer Discretionary,1.0,0.9699481865284975,0.9259259259259259,0.8879668049792531,0.8461538461538461,0.7407407407407407,4.2,True,False
67,AXDX,Biotechnology: Laboratory Analytical Instruments,Industrials,0.8,0.4702868852459016,0.95,0.6588114754098361,0.1,0.1,-15.6,False,False
68,ACN,EDP Services,Technology,0.6443850267379679,0.5794117647058824,0.4919786096256685,0.48676470588235293,0.9180327868852459,0.3918918918918919,23.8,False,False
69,ACCO,Publishing,Consumer Discretionary,0.6,0.26632124352331604,0.4,0.16701244813278007,1.0,0.8,5.1,False,False
70,ACCD,Business Services,Consumer Discretionary,0.26666666666666666,0.16632124352331606,0.14666666666666667,0.09854771784232365,0.527027027027027,0.5266666666666666,-1.8,False,False
73,ARAY,Medical/Dental Instruments,Health Care,0.13636363636363635,0.14971209213051823,0.19545454545454546,0.1847408829174664,0.35454545454545455,0.990909090909091,0.4,False,True
74,ACBA,Catalog/Specialty Distribution,Consumer Discretionary,1.0,0.7637305699481866,0.9565217391304348,0.8599585062240664,0.09090909090909091,0.30434782608695654,-0.2,True,False
77,SLRN,Biotechnology: Pharmaceutical Preparations,Health Care,0.05454545454545454,0.05470249520153551,0.03090909090909091,0.03934740882917467,0.8856624319419237,0.20417422867513613,0.8,False,True
78,ACER,Biotechnology: Pharmaceutical Preparations,Health Care,0.5763636363636364,0.555662188099808,0.22,0.22312859884836853,0.02722323049001815,0.08166969147005444,9.3,False,False
82,ACHV,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,0.7727272727272727,0.6809021113243762,0.5909090909090909,0.5326295585412668,0.5454545454545454,1.0,4.7,False,False
83,ACHL,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,0.16666666666666666,0.2255278310940499,0.6568627450980392,0.6276391554702495,0.7254901960784313,0.39215686274509803,-0.1,False,True
84,ACIW,EDP Services,Technology,0.8262032085561497,0.7602941176470588,0.56951871657754,0.5720588235294117,0.6721311475409836,0.7297297297297297,3.9,False,False
85,ACON,Retail: Computer Software & Peripheral Equipment,Technology,0.47619047619047616,0.39558823529411763,0.2857142857142857,0.31838235294117645,0.023809523809523808,0.11904761904761904,-12.5,False,False
86,ACRS,Biotechnology: Pharmaceutical Preparations,Health Care,0.5272727272727272,0.5014395393474088,0.6190909090909091,0.6405950095969289,0.4237749546279492,0.20417422867513613,16.2,False,False
87,ACMR,Industrial Machinery/Components,Technology,0.6882022471910112,0.7720588235294118,0.5365168539325843,0.49558823529411766,0.7359550561797753,0.29775280898876405,2.7,False,False
88,ACU,Industrial Machinery/Components,Consumer Discretionary,0.25842696629213485,0.29430051813471503,0.199438202247191,0.22614107883817428,0.8202247191011236,0.6404494382022472,1.9,False,False
89,ACNB,Major Banks,Finance,0.7185185185185186,0.6069723018147087,0.8814814814814815,0.8093179634966379,0.4349442379182156,0.42193308550185876,3.9,False,False
90,ACOR,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,0.8725490196078431,0.8785988483685221,0.9558823529411765,0.8934740882917467,0.9803921568627451,0.9705882352941176,-324.8,True,False
91,ACR,Real Estate Investment Trusts,Real Estate,0.24202127659574468,0.2475,0.14361702127659576,0.135,0.9095744680851063,0.8829787234042553,-2.6,False,False
93,ACRV,Medicinal Chemicals and Botanical Products,Health Care,0.08928571428571429,0.06621880998080615,0.03571428571428571,0.03742802303262956,0.9107142857142857,0.3125,-0.4,False,True
94,ACRO,Blank Checks,Finance,0.5802469135802469,0.789875835721108,0.5802469135802469,0.9106628242074928,0.33146067415730335,0.6460674157303371,-0.1,False,False
95,ASNS,Telecommunications Equipment,Telecommunications,0.04,0.05970149253731343,0.19333333333333333,0.20149253731343283,0.11842105263157894,0.9210526315789473,-0.4,False,True
96,ATNM,Biotechnology: Pharmaceutical Preparations,Health Care,0.6690909090909091,0.6525911708253359,0.3890909090909091,0.4064299424184261,0.5980036297640653,0.48911070780399274,13.4,False,False
98,AYI,Building Products,Consumer Discretionary,0.5714285714285714,0.4538860103626943,0.5,0.4683609958506224,1.0,0.21428571428571427,20.8,False,False
99,ABOS,Biotechnology: Pharmaceutical Preparations,Health Care,0.03090909090909091,0.0345489443378119,0.9181818181818182,0.9261036468330134,0.6860254083484574,0.20417422867513613,15.6,False,True
100,ACXP,Biotechnology: Pharmaceutical Preparations,Health Care,0.20272727272727273,0.19433781190019195,0.6718181818181819,0.6952975047984645,0.21960072595281308,0.20417422867513613,10.1,False,True
101,GOLF,Recreational Games/Products/Toys,Consumer Discretionary,0.7222222222222222,0.5948186528497409,0.7777777777777778,0.5902489626556017,0.4117647058823529,0.5882352941176471,6.4,False,False
102,AFIB,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,0.868421052631579,0.9165067178502879,0.9210526315789473,0.8934740882917467,0.4864864864864865,0.868421052631579,-1.7,False,False
103,ACVA,Business Services,Consumer Discretionary,0.32,0.18652849740932642,0.48,0.4605809128630705,0.581081081081081,0.37333333333333335,-0.8,False,False
104,ADAG,Biotechnology: Pharmaceutical Preparations,Health Care,0.31545454545454543,0.30758157389635316,0.4818181818181818,0.5014395393474088,0.47186932849364793,0.7268602540834845,6.6,False,False
105,JEWL,Consumer Specialties,Consumer Discretionary,0.5833333333333334,0.29430051813471503,0.75,0.5466804979253111,0.08333333333333333,0.6666666666666666,0.1,False,False
107,ADX,Investment Managers,Finance,0.2833333333333333,0.19484240687679083,0.4406779661016949,0.21085494716618636,0.24347826086956523,0.15833333333333333,0.1,False,False
108,PEO,Finance/Investors Services,Finance,0.7619047619047619,0.8304680038204394,0.9074074074074074,0.813640730067243,0.5,0.1746987951807229,11.5,False,False
109,AE,Oil Refining/Marketing,Energy,1.0,0.8819875776397516,0.125,0.07453416149068323,0.8125,0.625,0.6,True,False
110,AHCO,Medical/Nursing Services,Health Care,0.8235294117647058,0.8358925143953935,0.35294117647058826,0.22840690978886757,0.6470588235294118,0.8235294117647058,0.2,False,False
111,ADAP,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,0.4803921568627451,0.5249520153550864,0.5,0.5115163147792706,0.14705882352941177,0.7549019607843137,-0.1,False,False
112,ADPT,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,0.38235294117647056,0.4611324376199616,0.5637254901960784,0.5614203454894434,0.6274509803921569,0.7156862745098039,0.2,False,False
113,ADCT,Biotechnology: Pharmaceutical Preparations,Health Care,0.8036363636363636,0.7850287907869482,0.7072727272727273,0.7375239923224568,0.6896551724137931,0.039927404718693285,22.9,False,False
114,ATXG,Professional Services,Consumer Discretionary,0.9142857142857143,0.9243523316062177,1.0,0.9844398340248963,0.6857142857142857,0.8285714285714286,1.5,True,False
115,ADUS,Medical/Nursing Services,Health Care,0.7058823529411765,0.7178502879078695,0.6470588235294118,0.52447216890595,0.8823529411764706,0.35294117647058826,7.9,False,False
116,AEY,Office Equipment/Supplies/Services,Industrials,0.7058823529411765,0.7243852459016393,0.6470588235294118,0.8299180327868853,0.29411764705882354,0.7647058823529411,-6.3,False,False
117,AGRO,Farming/Seeds/Milling,Consumer Staples,1.0,1.0,0.26666666666666666,0.44583333333333336,0.6,0.8666666666666667,2.4,True,False
118,ADEA,Semiconductors,Technology,0.06521739130434782,0.11985294117647059,0.043478260869565216,0.075,0.2967032967032967,0.9130434782608695,-0.1,False,True
120,ACET,Biotechnology: Pharmaceutical Preparations,Health Care,0.8681818181818182,0.8464491362763915,0.6063636363636363,0.6276391554702495,0.6969147005444646,0.5943738656987296,16.5,False,False
121,ADNT,Auto Parts:O.E.M.,Consumer Discretionary,0.875,0.805699481865285,0.95,0.9372406639004149,0.5,0.775,5.0,True,False
122,ADEX,EDP Services,Technology,0.1443850267379679,0.08970588235294118,0.12834224598930483,0.07647058823529412,0.16666666666666666,0.0918918918918919,0.3,False,True
123,ADTX,Biotechnology: Pharmaceutical Preparations,Health Care,0.6227272727272727,0.6022072936660269,0.9436363636363636,0.944337811900192,0.0018148820326678765,0.0544464609800363,-4072.2,False,False
124,ADMA,Biotechnology: Pharmaceutical Preparations,Health Care,0.8681818181818182,0.8464491362763915,0.7127272727272728,0.7418426103646834,0.3647912885662432,0.8765880217785844,9.7,False,False
125,ADBE,Computer Software: Prepackaged Software,Technology,0.6382978723404256,0.524264705882353,0.5930851063829787,0.5919117647058824,0.842391304347826,0.5319148936170213,21.3,False,False
126,ADT,Diversified Commercial Services,Consumer Discretionary,0.7222222222222222,0.7321243523316062,0.8888888888888888,0.8812240663900415,0.25,0.9444444444444444,-0.3,False,False
127,ATGE,Other Consumer Services,Consumer Discretionary,0.8823529411764706,0.8155440414507772,0.2647058823529412,0.24636929460580914,0.2727272727272727,0.6470588235294118,3.0,True,False
128,ADTH,Advertising,Consumer Discretionary,0.8,0.8212435233160622,0.4,0.39056016597510373,0.72,0.38,0.9,True,False
129,ADTN,Telecommunications Equipment,Utilities,0.12,0.08064516129032258,0.8266666666666667,0.8548387096774194,0.7894736842105263,0.5,1.3,False,True
130,AAP,Auto & Home Supply Stores,Consumer Discretionary,0.3333333333333333,0.4046632124352332,0.3333333333333333,0.4170124481327801,1.0,0.8333333333333334,18.5,False,False
131,WMS,Containers/Packaging,Consumer Discretionary,0.8125,0.7383419689119171,0.625,0.828838174273859,0.875,0.375,9.9,False,False
132,ADES,Major Chemicals,Industrials,0.782258064516129,0.8094262295081968,0.08064516129032258,0.1096311475409836,0.3064516129032258,0.31451612903225806,-0.6,False,False
133,AEIS,Industrial Machinery/Components,Technology,0.5533707865168539,0.6713235294117647,0.7752808988764045,0.7617647058823529,0.9719101123595506,0.8539325842696629,9.5,False,False
134,AMD,Semiconductors,Technology,0.31521739130434784,0.43014705882352944,0.266304347826087,0.2698529411764706,0.5714285714285714,0.29891304347826086,1.4,False,False
135,ASIX,Major Chemicals,Industrials,0.6854838709677419,0.7622950819672131,0.6612903225806451,0.576844262295082,0.3548387096774194,0.4112903225806452,5.5,False,False
136,ADV,Business Services,Consumer Discretionary,0.06666666666666667,0.02072538860103627,0.04,0.007261410788381743,0.44594594594594594,0.7733333333333333,-0.2,False,True
137,AVK,Trusts Except Educational Religious and Charitable,Finance,0.7205882352941176,0.7707736389684814,0.5441176470588235,0.18539865513928913,0.6190476190476191,1.0,-0.4,False,False
138,ADN,Power Generation,Utilities,0.043478260869565216,0.06451612903225806,0.043478260869565216,0.04838709677419355,0.8260869565217391,0.08695652173913043,-0.5,False,True
139,ADVM,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,0.4803921568627451,0.5249520153550864,0.44607843137254904,0.4731285988483685,0.4411764705882353,0.8627450980392157,-0.1,False,False
140,ACM,Military/Government/Technical,Consumer Discretionary,0.7419354838709677,0.6590673575129534,0.25806451612903225,0.21265560165975103,0.2903225806451613,0.6774193548387096,0.8,False,False
141,AGLE,Biotechnology: Pharmaceutical Preparations,Health Care,0.7327272727272728,0.7178502879078695,0.5036363636363637,0.52447216890595,0.9945553539019963,0.20417422867513613,-47.5,False,False
142,AEHR,Electrical Products,Industrials,0.7931034482758621,0.860655737704918,0.7586206896551724,0.6823770491803278,0.2413793103448276,0.20689655172413793,-0.5,True,False
143,AMTX,Major Chemicals,Industrials,0.08064516129032258,0.18135245901639344,0.11290322580645161,0.12090163934426229,0.03225806451612903,0.04838709677419355,-0.9,False,True
144,AER,Diversified Commercial Services,Consumer Discretionary,0.7777777777777778,0.7766839378238342,0.08333333333333333,0.14315352697095435,1.0,0.9166666666666666,-0.5,False,False
145,AVTE,Biotechnology: Pharmaceutical Preparations,Health Care,0.8872727272727273,0.8646833013435701,0.3981818181818182,0.42130518234165065,0.7468239564428312,0.3248638838475499,-3.0,True,False
146,AVAV,Aerospace,Industrials,0.1,0.012295081967213115,0.05,0.0020491803278688526,0.85,0.35,-0.4,False,True
147,ASLE,Industrial Specialties,Consumer Discretionary,0.7674418604651163,0.7906735751295336,0.5581395348837209,0.5560165975103735,0.5348837209302325,0.4069767441860465,1.5,False,False
148,AWIN,Industrial Machinery/Components,Industrials,0.7162921348314607,0.6301229508196722,0.9129213483146067,0.8432377049180327,0.07865168539325842,0.0449438202247191,0.7,False,False
149,AEZS,Biotechnology: Pharmaceutical Preparations,Health Care,0.2690909090909091,0.255278310940499,0.08818181818181818,0.09452975047984645,0.8911070780399274,0.3248638838475499,5.0,False,False
151,AEMD,Medical/Dental Instruments,Health Care,0.7363636363636363,0.7576775431861804,0.7090909090909091,0.6405950095969289,0.5272727272727272,0.38181818181818183,-7.1,False,False
152,AEVA,Auto Parts:O.E.M.,Consumer Discretionary,0.1,0.10051813471502591,0.35,0.34854771784232363,0.1875,0.1625,-0.7,False,True
153,LIDR,Auto Parts:O.E.M.,Consumer Discretionary,0.175,0.1922279792746114,0.525,0.4605809128630705,0.55,0.275,-17.1,False,True
154,AFCG,Real Estate Investment Trusts,Real Estate,0.40425531914893614,0.405,0.5851063829787234,0.575,0.7872340425531915,0.06914893617021277,3.1,False,False
155,AMG,Investment Managers,Finance,0.7666666666666667,0.8371537726838586,0.9491525423728814,0.8976945244956772,0.9739130434782609,0.7708333333333334,39.5,False,False
156,AFBI,Major Banks,Finance,0.8907407407407407,0.7211079274116523,0.4351851851851852,0.6200768491834774,0.5650557620817844,0.14312267657992564,-0.7,True,False
157,AFRM,Business Services,Consumer Discretionary,0.2,0.12797927461139896,0.38666666666666666,0.34854771784232363,0.9594594594594594,0.8533333333333334,-2.3,False,True
158,AFL,Accident &Health Insurance,Finance,0.16666666666666666,0.3104106972301815,0.3333333333333333,0.6834774255523535,0.5,0.3333333333333333,8.2,False,False
160,MITT,Real Estate Investment Trusts,Real Estate,0.22872340425531915,0.235,0.13297872340425532,0.125,0.8723404255319149,0.9680851063829787,-4.0,False,False
161,AGBA,Investment Managers,Finance,0.8333333333333334,0.9006685768863419,0.5423728813559322,0.24399615754082613,0.06086956521739131,0.008333333333333333,-9.0,True,False
162,AGCO,Industrial Machinery/Components,Industrials,0.7387640449438202,0.6454918032786885,0.5084269662921348,0.41188524590163933,0.9662921348314607,0.6039325842696629,20.6,False,False
163,UAVS,Aerospace,Industrials,0.45,0.1864754098360656,0.2,0.16495901639344263,0.1,0.4,-0.5,False,False
164,AGEN,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,0.049019607843137254,0.08445297504798464,0.029411764705882353,0.03358925143953935,0.058823529411764705,0.11764705882352941,0.3,False,True
165,AGE,Biotechnology: Pharmaceutical Preparations,Health Care,0.5909090909090909,0.572936660268714,0.3381818181818182,0.3570057581573896,0.10980036297640654,0.12704174228675136,12.3,False,False
166,AGRX,Biotechnology: Pharmaceutical Preparations,Health Care,0.8481818181818181,0.8286948176583493,0.9527272727272728,0.95489443378119,0.014519056261343012,0.1161524500907441,-1476.5,False,False
167,A,Biotechnology: Laboratory Analytical Instruments,Industrials,0.85,0.48258196721311475,0.65,0.41188524590163933,0.8,0.7,6.9,False,False
168,AGIL,EDP Services,Technology,0.7058823529411765,0.6139705882352942,0.5989304812834224,0.6066176470588235,0.0546448087431694,0.9135135135135135,0.2,False,False
169,AGTI,Managed Health Care,Health Care,0.8333333333333334,0.9510556621880998,0.16666666666666666,0.6348368522072937,0.5,1.0,9.2,True,False
170,AGL,Managed Health Care,Health Care,0.3333333333333333,0.08349328214971209,0.8333333333333334,0.9203454894433781,0.8333333333333334,0.6666666666666666,12.7,False,True
171,AGYS,EDP Services,Technology,0.9197860962566845,0.8875,0.9625668449197861,0.950735294117647,0.7213114754098361,0.44594594594594594,4.3,True,False
172,AGIO,Biotechnology: Pharmaceutical Preparations,Health Care,0.9872727272727273,0.9779270633397313,0.12090909090909091,0.12523992322456814,0.9183303085299456,0.5689655172413793,27.2,True,False
173,AGMH,EDP Services,Technology,0.9732620320855615,0.9397058823529412,0.9679144385026738,0.9544117647058824,0.6174863387978142,0.11351351351351352,6.5,True,False
174,AGNC,Real Estate Investment Trusts,Real Estate,0.2872340425531915,0.295,0.05851063829787234,0.055,0.5053191489361702,0.05851063829787234,-0.7,False,False
180,AEM,Precious Metals,Basic Materials,0.5,0.3933333333333333,0.47674418604651164,0.42,0.8333333333333334,0.627906976744186,2.4,False,False
181,API,Computer Software: Prepackaged Software,Technology,0.6462765957446809,0.5316176470588235,0.23404255319148937,0.26029411764705884,0.34782608695652173,0.1595744680851064,-1.1,False,False
182,ADC,Real Estate Investment Trusts,Real Estate,0.3191489361702128,0.325,0.47606382978723405,0.4675,0.2898936170212766,0.10638297872340426,1.8,False,False
183,AGRI,Metal Fabrications,Industrials,0.21568627450980393,0.14549180327868852,0.3137254901960784,0.3555327868852459,0.0196078431372549,0.7450980392156863,-5.1,False,True
184,AGFY,Military/Government/Technical,Consumer Discretionary,0.16129032258064516,0.1772020725388601,0.22580645161290322,0.13278008298755187,0.03225806451612903,0.12903225806451613,-220.7,False,True
187,ALRN,Biotechnology: Pharmaceutical Preparations,Health Care,0.7836363636363637,0.7663147792706334,0.47,0.4918426103646833,0.5635208711433757,0.20417422867513613,5.9,False,False
188,AIM,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,0.6225490196078431,0.6252399232245681,0.5,0.5115163147792706,0.27450980392156865,0.3235294117647059,1.4,False,False
189,AIMD,Biotechnology: Pharmaceutical Preparations,Health Care,0.30363636363636365,0.29606525911708254,0.13363636363636364,0.1338771593090211,0.27041742286751363,0.6751361161524501,2.2,False,False
190,AIRI,Military/Government/Technical,Industrials,0.22580645161290322,0.15881147540983606,0.12903225806451613,0.0860655737704918,0.4838709677419355,0.8387096774193549,0.0,False,False
191,AL,Diversified Commercial Services,Consumer Discretionary,0.1388888888888889,0.17823834196891192,0.1111111111111111,0.1504149377593361,0.05555555555555555,0.8888888888888888,0.1,False,True
192,APD,Major Chemicals,Industrials,0.2903225806451613,0.3432377049180328,0.5645161290322581,0.4672131147540984,0.5483870967741935,0.6612903225806451,7.6,False,False
193,AIRT,Air Freight/Delivery Services,Consumer Discretionary,0.15789473684210525,0.21658031088082902,0.15789473684210525,0.1078838174273859,1.0,0.8421052631578947,-0.4,False,False
195,ATSG,Air Freight/Delivery Services,Consumer Discretionary,0.7894736842105263,0.8461139896373057,0.631578947368421,0.38641078838174275,0.631578947368421,0.3157894736842105,6.2,True,False
196,ABNB,Hotels/Resorts,Consumer Discretionary,0.9375,0.9181347150259067,0.96875,0.9657676348547718,0.84375,0.40625,-10.3,True,False
